question,answer,question_type,page
Orta Asya Türk Cumhuriyetleri'nin Türkiye'den ithal ettiği ürünlere bakarak hangi yorum yapılamaz: Türkiye'nin sadece sanayi ürünleri ihraç ettiği?,"Türkiye sadece sanayi ürünleri değil, aynı zamanda gıda ürünleri de ihraç etmektedir. Örneğin, Özbekistan buğday, şeker, bisküvi ve çay ithal etmektedir.",Analitik,66
Türkiye hangi ürünü Türk Cumhuriyetleri'nden ithal etmektedir: Pamuk?,"Evet, Türkiye Türk Cumhuriyetleri'nden pamuk ithal etmektedir.",Olgusal,66
Türkiye'nin Orta Asya Türk devletlerinden almadığı sanayi ürünü ham maddesi hangisidir: Bor minerali?,Türkiye bor mineralini Orta Asya Türk devletlerinden almamaktadır.,Olgusal,66
Türkiye'nin Türk Cumhuriyetleri ile ticareti neden önemlidir?,"Türkiye'nin Türk Cumhuriyetleri ile ticareti, hem Türkiye'nin ihracatını artırması hem de enerji ve hammadde ihtiyacını karşılaması açısından önemlidir. Aynı zamanda kültürel ve siyasi bağları güçlendirmeye yardımcı olur.",Kavramsal,66
Bu doküman ne hakkında?,"Bu doküman, AŞTAN'ın 'Ona Konu Tekrarı' serisine ait ve sosyal bilgiler dersinin 1'den 7'ye kadar olan ünitelerini ve bir tarama testini içeriyor.",Olgusal,67
'Birey ve Toplum' ünitesinin bu dokümanda yer almasının önemi nedir?,"'Birey ve Toplum' ünitesi, sosyal bilgiler dersinin temel konularından biridir ve bireyin toplum içindeki rolünü, haklarını ve sorumluluklarını anlamasına yardımcı olur. Bu dokümanda yer alması, öğrencilerin bu temel konuyu tekrar etmelerini ve pekiştirmelerini sağlar.",Kavramsal,67
Bu dokümanda hangi üniteler yer almaktadır?,"Bu dokümanda 'Birey ve Toplum', 'Kültür ve Miras', 'İnsanlar, Yerler ve Çevreler', 'Bilim, Teknoloji ve Toplum', 'Üretim, Dağıtım ve Tüketim', 'Etkin Vatandaşlık' ve 'Küresel Bağlantılar' üniteleri yer almaktadır.",Listeleme,67
'Kültür ve Miras' ünitesi neden sosyal bilgiler dersinde önemlidir?,"'Kültür ve Miras' ünitesi, öğrencilerin kendi kültürlerini ve diğer kültürleri anlamalarına, geçmişten günümüze aktarılan değerleri korumalarına ve kültürel farklılıklara saygı duymalarına yardımcı olur. Bu, sosyal bilincin gelişimi için kritik öneme sahiptir.",Nedensel,67
"'İnsanlar, Yerler ve Çevreler' ünitesinin içeriği ne olabilir?","'İnsanlar, Yerler ve Çevreler' ünitesi, insanların yaşadıkları coğrafyayı, doğal kaynakları, iklimi ve bunların insan yaşamı üzerindeki etkilerini inceler. Ayrıca, çevre sorunları ve sürdürülebilirlik gibi konuları da kapsayabilir.",Varsayımsal,67
"'Bilim, Teknoloji ve Toplum' ünitesinin amacı nedir?","'Bilim, Teknoloji ve Toplum' ünitesinin amacı, öğrencilerin bilimsel gelişmelerin ve teknolojinin toplum üzerindeki etkilerini anlamalarını sağlamak, teknoloji kullanımının etik boyutlarını tartışmak ve bilimsel düşünme becerilerini geliştirmektir.",Yöntemsel,67
"'Üretim, Dağıtım ve Tüketim' ünitesinin ana konuları nelerdir?","'Üretim, Dağıtım ve Tüketim' ünitesinin ana konuları, mal ve hizmetlerin nasıl üretildiği, bu ürünlerin nasıl dağıtıldığı ve tüketicilerin bu ürünlere nasıl ulaştığıdır. Ayrıca, ekonomik sistemler, arz ve talep dengesi gibi kavramlar da bu ünitede ele alınır.",Özetleme,67
'Etkin Vatandaşlık' ünitesi ile ne hedeflenmektedir?,"'Etkin Vatandaşlık' ünitesi ile öğrencilerin demokratik değerleri benimsemeleri, haklarını ve sorumluluklarını bilmeleri, toplumsal sorunlara duyarlı olmaları ve çözüm üretme becerilerini geliştirmeleri hedeflenmektedir.",Kavramsal,67
'Küresel Bağlantılar' ünitesinin içeriğinde neler olabilir?,"'Küresel Bağlantılar' ünitesinin içeriğinde uluslararası ilişkiler, küreselleşme, uluslararası ticaret, göç, kültürler arası etkileşim ve uluslararası örgütler gibi konular yer alabilir.",Varsayımsal,67
Tarama testinin amacı nedir?,"Tarama testinin amacı, öğrencilerin 1'den 7'ye kadar olan ünitelerde öğrendikleri bilgileri ne kadar özümsediklerini belirlemek ve eksiklerini tespit etmelerine yardımcı olmaktır. Bu test, öğrencilerin genel bir tekrar yapmalarını ve sınavlara hazırlanmalarını sağlar.",Analitik,67
Bir sorunu hak ve sorumlulukları doğrultusunda çözmeyen davranışa örnek olarak hangisi gösterilemez?,"Marketten aldığı ürünün tüketim tarihinin geçmiş olduğunu fark eden Murat Bey’in, o ürünü çöpe atması, hak ve sorumlulukları doğrultusunda bir çözüm değildir. Murat Bey'in ürünü değiştirme veya iade etme hakkı bulunmaktadır.",Analitik,68
"Metne göre, bireyin hayatında hangi dönemlerden geçişler yaşanmaktadır?","Metne göre birey, çocukluktan başlayarak okul hayatı, üniversite, askerlik, iş hayatı, evlilik ve baba olma gibi dönemlerden geçmektedir.",Olgusal,68
"Metinde belirtilen bilgilere göre, rollerimiz zamanla nasıl bir değişim göstermektedir?","Metinde, rollerimizin zamanla değiştiği ve bu yeni rollerin yeni sorumluluklar getirdiği belirtilmektedir.",Kavramsal,68
Hak ve sorumluluklar arasındaki ilişkiyi açıklayan bir örnek veriniz.,"Araba kullanma hakkına sahip olmak, trafikte kurallara uymak sorumluluğunu da beraberinde getirir. Trafikte kafanıza göre hız yapıp trafik kurallarını ihlal edemezsiniz.",Bağlamsal,68
Toplumsal birlikteliği oluşturan kültürel değerlerden hangisi değildir?,"Tarih, dil ve gelenek toplumsal birlikteliği oluşturan kültürel değerlerdendir; ancak bilim doğrudan toplumsal birlikteliği oluşturan bir kültürel değer olarak belirtilmemiştir.",Analitik,68
Kültürün nesilden nesile aktarılmasını sağlayan en önemli unsur nedir ve neden önemlidir?,"Dil, kültürün nesilden nesile aktarılmasını sağlayan en önemli unsurdur. Toplumsal yaşamın vazgeçilmezi olan değerler, örf ve âdetler, gelenek ve görenekler dil sayesinde nesilden nesile aktarılır.",Nedensel,68
Milli birlik ve beraberliği güçlendiren unsurlardan biri olan 'aile' kavramı hangi bayram örneği üzerinden açıklanmıştır?,"Ramazan Bayramı örneği üzerinden, akrabalarla bir araya gelmenin milli birlik ve beraberliği güçlendirdiği vurgulanmıştır.",Olgusal,68
"Metne göre, haklarımızı kullanırken nelere dikkat etmeliyiz?",Haklarımızı kullanırken sorumluluklarımızı da yerine getirmemiz gerektiğine dikkat etmeliyiz.,Yansıtıcı,68
Kültürel değerlerin bireyin gelişimi ve toplumsal birliktelik üzerindeki önemi nedir?,"Kültürel değerler, bireyin gelişiminde ve toplumsal birlikteliğin oluşmasında büyük öneme sahiptir.",Kavramsal,68
Metinde geçen 'kültürün bazı unsurları varlığını ve devamlılığını bu unsura borçludur' ifadesindeki 'bu unsur' neyi ifade etmektedir?,'Bu unsur' ifadesi dili ifade etmektedir. Kültürün bazı unsurları varlığını ve devamlılığını dile borçludur.,Yorumlayıcı,68
Ön yargılardan kurtulmak için hangi davranış uygun değildir?,"Ön yargılı olunan kişilerle aynı ortamlarda bulunmamak, ön yargıları kırmada etkili bir yöntem değildir.",Olgusal,69
Ön yargı ve kalıp yargıların hakim olduğu bir toplumda ne tür bir durumun ortaya çıkması beklenir?,Ön yargıların yaygın olduğu toplumlarda sosyal sınıf çatışmaları yaşanması olasıdır.,Kavramsal,69
Düşünce ve kanaatleri ifade etme özgürlüğüne hangi örnek uygun değildir?,"Sinema ve tiyatroya gitmek, doğrudan düşünce ifade etme özgürlüğü kapsamında değerlendirilemez.",Analitik,69
Günlük hayattaki sorunların çözümünde nasıl bir yol izlenmemelidir?,"""Olur böyle şeyler insanlık hâli"" diyerek sorunların üzerinde durmamak, çözüm odaklı bir yaklaşım değildir.",Yöntemsel,69
Aşağıdakilerden hangisi olumsuz bir ön yargı ifadesi değildir?,"""Taşı sıksa suyunu çıkarır"" ifadesi, olumsuz bir ön yargıdan ziyade bir kişinin becerikliliğini vurgular.",Analitik,69
"Cuma ve kandil günlerinde kutlama yapılması, milli birlik ve beraberliği güçlendiren hangi unsura örnektir?","Bu tür kutlamalar, milli birlik ve beraberliği güçlendiren adetlerimizdendir.",Olgusal,69
Demokrasinin hakim olduğu toplumlarda düşünce özgürlüğünü sağlamanın en etkili yolu nedir?,"Farklı görüşlerin serbestçe dile getirilmesinin sağlanması, düşünce özgürlüğünün temelidir.",Kavramsal,69
Toplumsal farklılıklara saygı neden önemlidir?,"Toplumu oluşturan bireylerin farklı inanç, duygu ve düşüncelere sahip olması nedeniyle, huzurlu bir yaşam için farklılıklara saygı gereklidir.",Nedensel,69
Ön yargıların bir toplum üzerindeki potansiyel etkileri nelerdir?,"Ön yargılar, ayrımcılığa, sosyal sınıf çatışmalarına ve toplumsal uyumsuzluğa yol açabilir, bu da toplumun genel refahını olumsuz etkiler.",Yansıtıcı,69
Bireylerin düşüncelerini özgürce ifade edebilmesi için hangi koşullar gereklidir?,"Bireylerin düşüncelerini özgürce ifade edebilmesi için yasal güvencelerin yanı sıra, toplumun ve çevresindeki insanların tepkilerinden çekinmemesi, yani saygılı bir ortamın olması gereklidir.",Kavramsal,69
Türklerin tarih sahnesine çıktığı coğrafya neresidir?,"Türklerin tarih sahnesine çıktığı coğrafya, günümüzde Orta Asya olarak da bilinen Türkistan'dır.",Olgusal,70
Orta Asya ile ilgili hangi bilgi yanlıştır?,"Metinde Orta Asya ile ilgili yanlış bir bilgi belirtilmemiştir, ancak sorunun bağlamında doğal kaynaklar bakımından çok fakir olduğu bilgisi yanlıştır.",Olgusal,70
Orta Asya Türk toplulukları ile ilgili hangi alanda bilgi sahibi olunamaz?,"Metinden Orta Asya Türk topluluklarının ekonomik, kültürel ve sosyal alanları hakkında bilgi edinilebilirken, siyasi alanları hakkında doğrudan bir bilgiye ulaşılamaz.",Analitik,70
Kök Türklerin yarı göçebe yaşamalarına rağmen tarımsal faaliyetler yapmalarına hangi durum kanıt oluşturmaz?,"At ve koyun yetiştiriciliğinin gelişmiş olması, Kök Türklerin tarımsal faaliyetler yaptığına doğrudan bir kanıt oluşturmaz, zira hayvancılık göçebe yaşamla daha ilişkilidir.",Çıkarımsal,70
Gök Tanrı inancı ile ilgili olmayan durum nedir?,"Tanrının kurt şeklinde sembolize edilmesi, Gök Tanrı inancı ile ilgili genel bir durum değildir.",Olgusal,70
Türklerin ilk zamanlardaki yaşam tarzını gösteren görselden hareketle hangi yargılara ulaşılabilir?,Görselden hareketle Türklerin göçebe yaşadıkları ve hayvancılık yaptıkları yargılarına ulaşılabilir.,Çıkarımsal,70
Hunların yaşadığı bölgelerde kalıcı mimari eserlere rastlanmamasının en önemli nedeni nedir?,"Hunların göçebe olarak yaşamaları, kalıcı mimari eserlere pek rastlanmamasının en önemli nedenidir.",Nedensel,70
Kök Türklerde Orhun Anıtları ve Ergenekon Destanı'nın varlığı hangi alanda ürünler verdiklerini kanıtlar?,"Orhun Anıtları ve Ergenekon Destanı'nın varlığı, Kök Türklerin kültür alanında ürünler verdiklerini kanıtlar.",Olgusal,70
Türk devletlerinde hükümdar öldüğünde hanedandaki tüm erkek üyelerin başa geçme hakkı olmasının sonucu nedir?,"Hükümdar öldüğünde hanedandaki tüm erkek üyelerin başa geçme hakkı olması, taht kavgalarının çıkmasına neden olmuştur.",Nedensel,70
Anıtlar ve destanlar hangi alanla ilgilidir ve neden?,Anıtlar ve destanlar yazılı edebi eserler oldukları için kültürle ilgilidir.,Kavramsal,70
Hz. Muhammed Dönemi'nde tüm Araplar Müslümanlığı kabul etmiş midir?,"Hayır, Hz. Muhammed Dönemi'nde tüm Araplar Müslümanlığı kabul etmemiştir. Bu, ilgili dönemle ilgili yanlış bir bilgidir.",Olgusal,71
Türkler ve Müslüman Araplar ilk ne zaman komşu olmuşlardır?,"Türkler ve Müslüman Araplar, Hz. Ömer döneminde komşu olmuşlardır.",Olgusal,71
Talas Savaşı'nda Türkler kimleri desteklemiştir?,"Talas Savaşı'nda Türkler, Araplara karşı komşuları olan Çinlileri desteklememişlerdir. Aksine Araplarla birlikte Çinlilere karşı savaşmışlardır.",Olgusal,71
İslamiyet'i resmi din olarak ilan eden ilk Orta Asya Türk devleti hangisidir?,İslamiyet'i resmi din olarak ilan eden ilk Orta Asya Türk devleti Karahanlılar'dır.,Olgusal,71
İpek ve Baharat yollarının hangi alanda insanlara faydalı olduğu söylenemez?,"İpek ve Baharat yollarının savunma alanında insanlara faydalı olduğu söylenemez. Bu yollar ekonomik, haberleşme ve kültürel alanlarda fayda sağlamıştır.",Analitik,71
"Hz. Ömer Dönemi'nde siyasi, hukuki ve sosyal alanlarda düzenlemelere ihtiyaç duyulmasının en önemli nedeni nedir?","Hz. Ömer Dönemi'nde siyasi, hukuki ve sosyal alanlarda düzenlemelere ihtiyaç duyulmasının en önemli nedeni ülke sınırlarının genişlemesidir.",Nedensel,71
Emeviler Dönemi'nde yönetimde nasıl bir değişiklik olmuştur?,Emeviler Dönemi'nde yönetim bir ailenin hakimiyetine geçmiştir.,Olgusal,71
Nizamülmülk'ün Siyasetname adlı eseri ne hakkındadır?,Nizamülmülk'ün Siyasetname adlı eseri devlet yönetimi hakkındadır ve devlet yöneticilerine ülkenin nasıl yönetilmesi gerektiği ile ilgili bilgiler ve tavsiyeler içerir.,Kavramsal,71
Büyük Selçuklu Devleti'nin Türk-İslam birliğini kurduğu doğru mudur?,"Hayır, Büyük Selçuklu Devleti tüm İslam devletlerini bir bayrak altında toplayarak Türk-İslam birliğini kurmamıştır.",Olgusal,71
Abbasilerin Türklerle dost olmasının sonuçları neler olmuştur?,"Abbasilerin Türklerle dost olması, Türklerin Müslüman olmasını hızlandırmıştır.",Yansıtıcı,71
Bu belgenin başlığı nedir?,Bu belgenin başlığı 'CEVAP ANAHTARI'dır.,Olgusal,72
Belgede hangi sınıf belirtilmiştir?,Belgede 6. sınıf belirtilmiştir.,Olgusal,72
Belge hangi yayın evine aittir?,"Belge, PRF YAYINLARI'na aittir.",Olgusal,72
Bu cevap anahtarının hangi sınıf için olduğu söylenebilir?,Bu cevap anahtarının 6. sınıf için olduğu söylenebilir.,Çıkarımsal,72
Bu belgenin amacı nedir?,"Bu belgenin amacı, muhtemelen bir sınav veya çalışma kağıdındaki soruların cevaplarını sağlamaktır.",Kavramsal,72
PRF YAYINLARI ne tür yayınlar yapmaktadır?,"Metinde PRF YAYINLARI'nın ne tür yayınlar yaptığı belirtilmemektedir, ancak bir cevap anahtarı yayınladıklarına göre eğitim materyalleri yayınladıkları söylenebilir.",Çıkarımsal,72
Bu cevap anahtarının hangi dersle ilgili olduğu anlaşılabilir mi?,Metinde hangi dersle ilgili olduğu belirtilmemektedir.,Olgusal,72
Cevap anahtarının tamamı mı yoksa bir bölümü mü verilmiştir?,"Metinde sadece başlık, sınıf ve yayın evi bilgisi verildiğinden, cevap anahtarının tamamı olup olmadığı anlaşılamamaktadır.",Analitik,72
"Bu belge, bir öğrenciye mi yoksa öğretmene mi yöneliktir?","Bu belge, cevap anahtarı olduğu için daha çok öğretmenlere veya değerlendirme yapacak kişilere yöneliktir.",Çıkarımsal,72
Bu belgeden başka hangi bilgiler çıkarılabilir?,"Bu belgeden, PRF YAYINLARI'nın 6. sınıf seviyesinde eğitim materyalleri yayınladığı ve bu materyallere ait bir cevap anahtarı olduğu bilgisi çıkarılabilir.",Özetleme,72
Bu belgede hangi ünite başlıkları geçmektedir?,"Bu belgede 'Birey ve Toplum' ünitesi başlığı altında 'Değişen Rollerim', 'Kültürümüzle Yaşıyor ve Gelişiyoruz', 'Sorunlarımın Çözümünü Biliyorum', 'Birlikte Daha Güçlüyüz' ve 'Ön Yargıları Kırıyorum' konuları geçmektedir.",Listeleme,73
Test - 9'daki boşluk doldurma alıştırmasında hangi kavramlar yer almaktadır?,"Test - 9'daki boşluk doldurma alıştırmasında vakıflar, ön yargı, dilekçe, imece, gönüllülük, sadaka ve tarih kavramları yer almaktadır.",Olgusal,73
Bu belgede yer alan testlerin amacı nedir?,"Bu belgede yer alan testlerin amacı, öğrencilerin ilgili konulardaki bilgi ve becerilerini ölçmek, pekiştirmek ve geliştirmektir. Özellikle EBA Pekiştirme Testi ve Ünite Geliştirme Testi isimleri bu amacı desteklemektedir.",Kavramsal,73
Doğru-Yanlış bölümünde hangi numaralar 'Yanlış' olarak belirtilmiştir?,"Doğru-Yanlış bölümünde 1, 2, 4 ve 7 numaralı ifadeler 'Yanlış' olarak belirtilmiştir.",Olgusal,73
'İmece' kavramı hangi bağlamda geçmektedir?,"'İmece' kavramı, Alıştırma - Uygulama (Test - 9) bölümündeki boşluk doldurma etkinliğinde geçmektedir. Bu, yardımlaşma ve dayanışma ile ilgili bir bağlamda kullanıldığını gösterir.",Bağlamsal,73
Belgede 'Ön Yargıları Kırıyorum' başlığı altında kaç adet test bulunmaktadır ve bu testlerin cevap anahtarları nasıldır?,"Belgede 'Ön Yargıları Kırıyorum' başlığı altında bir adet test bulunmaktadır (TEST - 4). Cevap anahtarı ise 1-A, 2-D, 3-B, 4-B, 5-A, 6-C, 7-D, 8-B şeklindedir.",Olgusal,73
Eşleştirme bölümünde hangi harfler kullanılmıştır ve bu harflerin anlamı nedir?,"Eşleştirme bölümünde a, b, c, d, e harfleri kullanılmıştır. Bu harfler muhtemelen eşleştirilecek öğeleri temsil etmektedir.",Analitik,73
"Eğer bir öğrenci Test - 10'daki 5. soruyu yanlış cevaplarsa, hangi konuyu tekrar etmesi önerilir?","Test - 10, EBA Pekiştirme Testi olduğuna göre ve 5. sorunun cevabı 'D' olduğuna göre, öğrencinin ilgili ünitedeki 'D' seçeneği ile ilişkili konuyu tekrar etmesi önerilir.",Varsayımsal,73
Bu belgenin genel amacı nedir?,"Bu belgenin genel amacı, bir ders veya ünite için hazırlanmış çeşitli testlerin ve alıştırmaların cevap anahtarlarını sunarak öğrencilerin öğrenme süreçlerini desteklemek ve öğretmenlere değerlendirme konusunda yardımcı olmaktır.",Özetleme,73
